,rada_id,full_name,party_id,65551|22012,65551|22013,65551|22035,65566|22014,65566|22030,65566|22037,65566|22038,65566|22039,65691|23409,65691|23410,65942|24111,65942|24112,65942|23923,65861|23588,65862|23589,65880|23590,65881|23591,65599|24149,65599|23609,65875|23592,65884|23593,65885|23594,65572|22042,65432|21938,66050|24144,65825|23393,65825|23414,65825|23415,65825|23416,65825|23417,65825|23418,65825|23419,65847|24155,65899|23674,65902|23675
430,145,Хлань Сергій Володимирович,2,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent
431,220,Хміль Михайло Михайлович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,2.No,2.No,2.No,2.No,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,2.No,1.Yes
432,132,Хомутиннік Віталій Юрійович,10,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote
433,98,Чекіта Геннадій Леонідович,2,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
434,289,Чепинога Віталій Михайлович,2,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent
435,283,Червакова Ольга Валеріївна,2,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes
436,259,Черненко Олександр Миколайович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,2.No,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes
437,431,Чижмарь Юрій Васильович,5,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
438,183,Чорновол Тетяна Миколаївна,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,5.Absent,3.Abstain,1.Yes
439,442,Чубаров Рефат Абдурахманович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,4.Did not vote,4.Did not vote
440,172,Чумак Віктор Васильович,0,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes
441,109,Шаповалов Юрій Анатолійович,10,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
442,475,Шахов Сергій Володимирович,8,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,4.Did not vote,1.Yes
443,447,Шверк Григорій Аронович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes
444,472,Шевченко Віктор Леонідович,0,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
445,59,Шевченко Олександр Леонідович,0,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes
446,136,Шенцев Дмитро Олексійович,4,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote
447,148,Шинькович Андрій Васильович,2,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
448,24,Шипко Андрій Федорович,10,5.Absent,5.Absent,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote
449,34,Шкіря Ігор Миколайович,10,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,5.Absent,4.Did not vote,4.Did not vote
450,204,Шкварилюк Володимир Васильович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,2.No,1.Yes
451,374,Шкрум Альона Іванівна,6,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,3.Abstain,4.Did not vote,5.Absent,5.Absent,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
452,380,Шлемко Дмитро Васильович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,25,Шпенов Дмитро Юрійович,4,1.Yes,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,2.No,3.Abstain,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes
454,349,Шурма Ігор Михайлович,4,1.Yes,1.Yes,1.Yes,4.Did not vote,3.Abstain,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,2.No,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,3.Abstain,4.Did not vote,5.Absent,5.Absent,5.Absent,2.No,3.Abstain,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes
455,421,Шуфрич Нестор Іванович,4,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote
456,354,Шухевич Юрій-Богдан Романович,5,5.Absent,5.Absent,4.Did not vote,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,5.Absent,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,2.No,1.Yes
457,422,Южаніна Ніна Петрівна,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes
458,454,Юзькова Тетяна Леонідівна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,126,Юрик Тарас Зіновійович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
460,423,Юринець Оксана Василівна,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
461,4,Юрчишин Петро Васильович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
462,117,Яніцький Василь Петрович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,2.No,2.No,2.No,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes
463,73,Яриніч Костянтин Володимирович,2,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,3.Abstain,1.Yes
464,26,Ярош Дмитро Анатолійович,0,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent
465,158,Яценко Антон Володимирович,10,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote
466,182,Яценюк Арсеній Петрович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
